sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (m);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-11.3816;-6.3435;-5.4127;-4.2417;-8.5469;-2.2647;-7.2573;2.0638;-3.181;0.2962;0.9241;1.0858;0.0;-2.14;23.05;-23.88;41.7;61.48;118.53;5.0;42.806;12.931564;77.68334;;879.2138672;;20.0;;0 / 0;697507;2018-08-07 23:12:47:468
-2.7673;-6.0347;-3.088;-7.6038;-3.0238;-5.4046;4.6364;-3.1362;2.2008;-0.9448;-1.2192;-0.1328;0.0;20.31;14.55;-11.72;63.82;18.77;126.68;5.0;41.906;12.931564;77.68334;;879.2138672;;20.0;;0 / 0;698007;2018-08-07 23:12:47:968
-5.7433;-6.1736;-2.4655;-4.6379;-8.0206;-3.2139;-1.219;1.6626;0.6539;-0.4623;-1.1585;-1.0809;0.0;-0.41;24.42;-13.4;28.18;54.38;124.57;5.0;40.602;12.931564;77.68334;;879.2138672;;20.0;;0 / 0;698507;2018-08-07 23:12:48:468
-6.4184;-7.6675;-2.6259;-7.1046;-5.2969;-4.1996;0.2888;-2.4848;1.4999;-0.5358;0.4554;2.3098;0.0;2.73;13.17;-3.96;26.35;36.48;120.13;5.0;36.521;12.931564;77.68334;;879.2138672;;20.0;;0 / 0;699007;2018-08-07 23:12:48:968
-6.4041;-5.1991;-5.9418;-7.6366;-4.8682;-3.7621;1.08;-0.3975;-2.2325;0.6126;1.2799;-0.2638;3.3736;-19.45;32.18;-13.67;6.63;29.33;115.24;5.0;40.902;12.931564;77.68334;;879.2138672;;20.0;;0 / 0;699507;2018-08-07 23:12:49:468
-9.4232;-8.5678;-6.4829;-4.3448;-7.9812;-3.687;-5.1564;-0.8144;-2.7759;0.9694;0.7291;-0.3384;0.0;-25.49;21.68;-29.24;6.83;53.06;130.26;5.0;34.873;12.931564;77.68334;;879.2138672;;20.0;;0 / 0;700008;2018-08-07 23:12:49:969
-6.1647;-6.8296;-2.3769;-6.0361;-5.4547;-5.4755;-0.1847;-1.4613;3.0189;-0.0628;0.0889;0.6129;0.0;10.64;21.58;-21.11;46.73;33.8;132.21;5.0;44.097;12.931564;77.68334;;879.2138672;;20.0;;0 / 0;700507;2018-08-07 23:12:50:468
-4.515;-11.5605;-5.7288;-2.9179;-8.4986;-3.9282;-1.469;-3.1189;-2.0214;-1.3667;-0.7633;-3.1731;0.0;-5.75;21.66;-20.94;24.16;58.16;135.81;5.0;39.871;12.931564;77.68334;;879.2138672;;20.0;;0 / 0;701008;2018-08-07 23:12:50:969
-20.8962;-33.6207;-0.6171;-6.823;-5.4801;-4.4255;-12.9711;-29.269;3.159;1.6533;-3.9847;6.1682;3.3736;-4.98;26.21;-16.46;20.4;33.97;122.97;5.0;46.229;12.931564;77.68334;;879.2138672;;20.0;;0 / 0;701507;2018-08-07 23:12:51:468
-7.3977;-20.8213;-4.0528;-8.5076;-0.6146;-4.8388;2.0978;-18.8064;0.4472;-1.0567;0.4394;-6.7215;10.1208;28.59;6.02;-21.12;85.79;-5.73;118.48;5.0;57.787;12.931564;77.68334;;879.2138672;;20.0;;0 / 0;702008;2018-08-07 23:12:51:969
-13.4454;-5.2231;-8.4079;2.3883;-9.3066;-1.9629;-15.6695;3.9698;-6.7126;2.3841;2.8661;2.1383;6.7472;-12.83;8.63;-26.07;287.57;71.62;-129.42;5.0;55.114;12.931564;77.68334;;879.2138672;;20.0;;0 / 0;702507;2018-08-07 23:12:52:468
0.7474;-7.239;0.0939;-8.0134;3.3159;-4.5782;8.4349;-10.9535;4.7961;-0.0916;-0.3084;3.4092;10.1208;36.2;-7.41;-19.98;86.55;-14.67;119.5;5.0;61.257;12.931564;77.68334;;879.2138672;;20.0;;0 / 0;703008;2018-08-07 23:12:52:969
-8.5062;-9.3507;-6.9306;-1.7724;-8.9439;-3.6105;-6.6063;-0.1788;-3.2849;0.4773;-0.987;-1.9501;3.3736;15.42;36.92;-17.85;41.86;65.79;153.85;5.0;55.719;12.931564;77.68334;;879.2138672;;20.0;;0 / 0;703507;2018-08-07 23:12:53:468
-9.495;-15.1183;-2.9228;-5.6274;-5.7489;-5.6083;-4.0011;-9.1499;2.5954;-2.9603;-0.3734;3.6979;5.0604;50.87;10.84;1.21;109.56;43.59;135.8;5.0;47.561;12.931564;77.68334;;879.2138672;;20.0;;0 / 0;704008;2018-08-07 23:12:53:969
-5.4177;-7.1647;-8.178;-6.8992;-4.2936;-5.4897;1.5402;-2.8994;-3.4177;1.5766;-0.0805;-1.0809;10.1208;32.49;-29.96;25.15;179.62;24.32;128.41;5.0;57.03;12.931564;77.68334;;879.2138672;;20.0;;0 / 0;704507;2018-08-07 23:12:54:468
-5.3506;-7.2007;-8.4797;-4.8108;-8.014;-2.9668;-0.3736;0.7579;-5.5566;0.424;1.0966;-0.6399;0.0;42.6;-2.12;29.65;182.97;52.6;118.69;5.0;39.444;12.931564;77.68334;;879.2138672;;20.0;;0 / 0;705008;2018-08-07 23:12:54:969
-11.7479;-7.2174;-3.2053;-1.3239;-8.3561;-4.9592;-9.227;1.2842;0.7853;-0.5922;2.5763;1.4661;6.7472;15.04;-0.85;45.91;176.28;59.42;165.18;5.0;39.053;12.931564;77.68334;;879.2138672;;20.0;;0 / 0;705507;2018-08-07 23:12:55:468
-0.9836;-5.065;-5.3385;-7.6241;5.7345;2.2711;6.3614;-11.1012;-7.314;3.1394;-2.7362;1.2659;10.1208;13.7;-1.85;30.42;268.77;-31.57;79.77;5.0;63.749;12.931564;77.68334;;879.2138672;;20.0;;0 / 0;706008;2018-08-07 23:12:55:969
-16.4358;-16.3489;-1.6897;-2.295;-7.4457;-5.9553;-16.1083;-9.5699;3.3852;-1.0418;-1.7487;-2.6703;3.3736;2.36;-9.43;29.71;199.32;49.28;157.51;5.0;51.047;12.931564;77.68334;;879.2138672;;20.0;;0 / 0;706507;2018-08-07 23:12:56:468
1.6093;-25.4134;-18.4156;1.4027;-9.7012;0.3001;-0.2478;-15.825;-19.9255;4.2462;12.7847;-1.9768;10.1208;-22.37;9.88;22.43;174.63;79.12;-143.71;5.0;46.593;12.931564;77.68334;;879.2138672;;20.0;;0 / 0;707008;2018-08-07 23:12:56:969
-22.8594;-39.6301;-5.0464;-9.0218;1.9455;-3.3155;-13.4912;-41.1333;-4.4711;-9.3498;8.6142;-3.8144;11.8076;0.64;4.49;30.33;281.66;-13.22;105.26;5.0;66.956;12.931564;77.68334;;879.2138672;;20.0;;0 / 0;707507;2018-08-07 23:12:57:468
-13.4742;-3.6285;-8.4725;-1.3399;-5.4592;-8.0356;-12.8183;1.9073;-0.3887;-0.784;-1.4397;-3.4117;6.7472;31.41;-4.73;2.25;104.86;33.85;170.22;5.0;66.755;12.931564;77.68334;;879.2138672;;20.0;;0 / 0;708008;2018-08-07 23:12:57:969
-7.4384;-33.2807;-22.4834;-9.5812;-1.8342;1.0033;2.8386;-30.972;-22.8567;4.5615;-4.2169;4.7898;3.3736;15.85;-19.29;5.43;193.96;14.53;87.99;5.0;54.524;12.931564;77.68334;;879.2138672;;20.0;;0 / 0;708507;2018-08-07 23:12:58:468
-10.6107;-25.217;-5.7934;-7.2743;-3.6318;-5.4832;-4.0066;-21.2532;-0.5682;-0.3206;1.3811;-5.8437;3.3736;9.25;-19.04;13.8;199.53;13.61;122.62;5.0;55.691;12.931564;77.68334;;879.2138672;;20.0;;0 / 0;709007;2018-08-07 23:12:58:968
-14.5898;-15.4367;2.7371;0.0159;-5.8838;-7.8454;-14.632;-8.9599;10.0578;1.1931;0.4181;4.3892;5.0604;26.77;8.13;8.28;84.47;35.6;-177.11;5.0;52.438;12.931564;77.68334;;879.2138672;;20.0;;0 / 0;709507;2018-08-07 23:12:59:468
4.875;-2.0292;-7.2084;-9.2907;3.1031;-0.4739;13.3115;-5.8222;-5.6912;1.2975;-0.2882;-0.5611;0.0;2.36;-22.02;27.45;231.38;-19.02;92.94;5.0;63.426;12.931564;77.68334;;879.2138672;;20.0;;0 / 0;710007;2018-08-07 23:12:59:968
-10.9147;-9.4177;-1.0433;0.3277;-7.3307;-6.5057;-11.214;-2.1646;5.4619;-0.5773;-1.4099;-3.4809;0.0;22.51;1.24;22.1;123.63;48.86;-178.9;5.0;60.469;12.931564;77.68334;;879.2138672;;20.0;;0 / 0;710507;2018-08-07 23:13:00:468
-10.6107;-17.3497;-6.7104;-7.4987;-4.0695;-4.8352;-3.3632;-12.9523;-2.1117;-0.9225;-0.2285;4.8217;0.0;15.04;-14.34;29.45;210.1;31.64;124.34;5.0;47.12;12.931564;77.68334;;879.2138672;;20.0;;0 / 0;711007;2018-08-07 23:13:00:968
-9.3825;-14.491;-4.8381;-7.9186;-3.1621;-4.8443;-2.4001;-11.3657;-0.782;3.4121;1.6602;-3.9379;0.0;-5.2;-9.76;37.07;247.27;18.81;121.46;5.0;50.186;12.931564;77.68334;;879.2138672;;20.0;;0 / 0;711507;2018-08-07 23:13:01:468
-4.6443;-7.0211;-2.159;-2.9635;-8.0579;-4.739;-1.8248;0.9443;2.446;-0.8511;-3.1005;0.0653;3.3736;28.36;-4.24;24.86;161.59;56.73;152.63;5.0;36.483;12.931564;77.68334;;879.2138672;;20.0;;0 / 0;712007;2018-08-07 23:13:01:968
-6.665;-9.1184;-6.4303;-6.2772;-6.8772;-3.0774;-0.1252;-2.2539;-3.4439;-0.6242;-0.9646;2.4803;0.0;37.62;-14.6;7.71;164.28;46.62;117.65;5.0;34.539;12.931564;77.68334;;879.2138672;;20.0;;0 / 0;712507;2018-08-07 23:13:02:468
-5.9204;-7.8471;-9.0782;-4.597;-5.6712;-6.5479;-0.0703;-2.2109;-2.5427;0.0384;-1.1681;-3.7505;0.0;38.72;-6.89;-2.87;120.63;29.58;140.69;5.0;39.04;12.931564;77.68334;;879.2138672;;20.0;;0 / 0;713007;2018-08-07 23:13:02:968
-7.7807;-6.8391;-10.838;-2.8159;-8.6682;-3.6199;-4.9852;1.6826;-7.1774;-0.2343;-0.9817;0.7748;0.0;23.17;18.28;-23.62;67.84;62.34;143.53;5.0;33.868;12.931564;77.68334;;879.2138672;;20.0;;0 / 0;713507;2018-08-07 23:13:03:468
-7.9076;-20.0288;-21.0708;-7.8576;-5.8276;0.6838;1.7387;-13.6165;-22.5272;-4.392;11.369;-8.983;5.0604;10.33;-18.65;-29.11;133.22;12.55;56.58;5.0;51.346;12.931564;77.68334;;879.2138672;;20.0;;0 / 0;714007;2018-08-07 23:13:03:968
-8.1159;-11.9173;-15.1571;-8.7121;-3.6386;-2.6515;0.3335;-8.981;-11.3291;-5.0014;3.6565;-3.7483;3.3736;19.1;0.72;-25.05;97.08;19.11;101.53;5.0;49.542;12.931564;77.68334;;879.2138672;;20.0;;0 / 0;714507;2018-08-07 23:13:04:468
-26.3909;-7.6699;4.0803;5.3701;-6.8047;-4.5858;-31.7483;-1.0127;8.9256;0.9034;1.021;1.6451;3.3736;-33.31;-5.48;-5.52;233.43;42.87;-131.91;5.0;35.769;12.931564;77.68334;;879.2138672;;20.0;;0 / 0;715007;2018-08-07 23:13:04:968
1.978;-3.4106;-2.2907;-8.7506;4.1704;-1.4852;10.2898;-7.6301;-0.7353;0.7244;0.6748;-1.1789;18.5547;17.95;20.34;-16.9;38.4;-26.27;98.77;5.0;70.883;12.931564;77.68334;;879.2138672;;20.0;;0 / 0;715507;2018-08-07 23:13:05:468
-9.2891;-8.3092;-5.1374;-3.5285;-8.4317;-3.5533;-5.7814;-0.1956;-1.8063;0.6126;-0.5002;-2.1536;0.0;-4.46;14.26;-1.03;338.28;54.07;132.28;5.0;43.659;12.931564;77.68334;;879.2138672;;20.0;;0 / 0;716007;2018-08-07 23:13:05:968
1.7649;-11.1367;-2.3553;-6.5897;-6.8927;-2.2884;6.9434;-5.9302;-1.9608;1.1836;3.3124;2.3237;3.3736;-18.97;-1.12;24.76;281.51;46.34;109.83;5.0;43.283;12.931564;77.68334;;879.2138672;;20.0;;0 / 0;716507;2018-08-07 23:13:06:468
-8.3434;-6.7601;-4.637;-6.2409;-6.3686;-4.082;-2.0875;-0.9272;-0.6603;1.4137;0.7249;-1.6466;3.3736;-17.99;25.03;-20.57;10.72;34.73;121.56;5.0;51.217;12.931564;77.68334;;879.2138672;;20.0;;0 / 0;717007;2018-08-07 23:13:06:968
-7.1439;-6.6787;-5.2595;-4.0693;-8.6711;-2.1032;-2.9115;1.673;-3.1398;1.1047;1.8743;0.011;3.3736;-18.81;16.42;-20.62;17.85;61.8;117.27;5.0;36.404;12.931564;77.68334;;879.2138672;;20.0;;0 / 0;717507;2018-08-07 23:13:07:468
-5.4919;-7.7513;-1.242;-5.4802;-4.6367;-6.6812;-0.0743;-3.3284;5.3892;-1.5275;0.5139;0.8387;0.0;18.63;10.86;-19.01;72.96;31.27;139.47;5.0;43.979;12.931564;77.68334;;879.2138672;;20.0;;0 / 0;718007;2018-08-07 23:13:07:968
-4.8;-9.1998;-3.9762;-4.4983;-8.0469;-3.3442;-0.4452;-1.4748;-0.9379;0.2578;-0.6983;-2.1568;0.0;4.86;13.73;-25.02;53.95;53.54;125.94;5.0;43.192;12.931564;77.68334;;879.2138672;;20.0;;0 / 0;718507;2018-08-07 23:13:08:468
-9.337;-11.6323;-3.5548;-3.6429;-8.8034;-2.3236;-5.3741;-3.0648;-1.3213;-0.0692;1.9659;3.34;3.3736;-4.21;11.36;-27.35;39.97;68.36;126.07;5.0;50.684;12.931564;77.68334;;879.2138672;;20.0;;0 / 0;719007;2018-08-07 23:13:08:968
-2.3722;-7.1552;-1.0864;-8.1383;-1.8965;-5.1324;5.4553;-5.3985;3.8819;0.7148;0.0154;-1.5975;10.1208;31.57;14.58;-18.61;70.12;9.54;122.2;5.0;51.038;12.931564;77.68334;;879.2138672;;20.0;;0 / 0;719507;2018-08-07 23:13:09:468
-7.254;-6.5614;-1.8837;-2.302;-8.7074;-3.8797;-5.19;2.0192;1.7121;0.2472;-0.0911;-0.8636;0.0;-15.23;30.71;-19.19;354.85;62.61;149.32;5.0;43.431;12.931564;77.68334;;879.2138672;;20.0;;0 / 0;720007;2018-08-07 23:13:09:968
3.551;-16.5764;1.7412;-7.3893;-3.9684;5.0815;11.3209;-12.3329;-3.4076;8.666;-1.901;-2.2921;50.6038;2.46;16.1;-39.61;74.61;28.04;67.2;5.0;52.816;12.931564;77.68334;;879.2138672;;20.0;;0 / 0;720507;2018-08-07 23:13:10:468
20.1476;-12.8845;-21.5951;-9.7496;-0.922;0.516;29.1873;-18.797;-20.3678;12.1984;12.5781;4.3562;59.0378;25.49;-17.27;-32.6;121.57;5.4;86.97;5.0;47.591;12.931564;77.68334;;879.2138672;;20.0;;0 / 0;721007;2018-08-07 23:13:10:968
-7.8023;-3.4561;-0.0569;-8.7643;-3.2848;2.927;0.9845;-0.2346;-2.7132;1.436;0.3616;-1.0095;60.7246;21.52;-17.56;-35.84;131.52;19.13;71.68;5.0;38.329;12.931564;77.68334;;879.2138672;;20.0;;0 / 0;721507;2018-08-07 23:13:11:468
-5.4871;-6.5423;2.366;-7.5756;-5.5656;2.7938;1.8697;-0.931;-0.5427;-0.3238;-1.8872;-0.6005;21.9283;30.41;-12.03;-32.75;147.52;34.58;69.76;5.0;36.213;12.931564;77.68334;;879.2138672;;20.0;;0 / 0;722007;2018-08-07 23:13:11:968
-8.8126;-8.0793;-10.0479;-7.2973;-6.3054;-1.7784;-1.9771;-2.0421;-8.1337;-0.0436;2.3537;-1.6711;6.7472;48.56;-13.95;3.42;170.41;38.58;101.17;5.0;38.126;12.931564;77.68334;;879.2138672;;20.0;;0 / 0;722507;2018-08-07 23:13:12:468
-15.6624;-19.1813;4.054;-5.1225;-5.2928;-6.4744;-10.8042;-14.2027;10.1129;4.1216;-2.5466;3.1098;5.0604;45.44;-14.76;19.24;146.67;32.66;141.65;5.0;46.225;12.931564;77.68334;;879.2138672;;20.0;;0 / 0;723007;2018-08-07 23:13:12:968
-2.5327;2.9699;-0.0018;-7.6562;5.6724;2.3187;5.04;-2.527;-2.6109;-1.9345;-3.6012;0.0195;11.8076;6.49;-22.09;26.16;234.89;-35.44;76.9;5.0;67.996;12.931564;77.68334;;879.2138672;;20.0;;0 / 0;723507;2018-08-07 23:13:13:468
-5.0897;3.93;6.3452;-5.0968;4.1356;7.2862;0.124;-0.1346;-0.7876;-0.2236;0.3723;0.06;11.8076;17.56;-26.07;14.47;223.39;-25.07;34.73;5.0;45.956;12.931564;77.68334;;879.2138672;;20.0;;0 / 0;724007;2018-08-07 23:13:13:968
-2.6117;2.7496;6.927;-4.8121;3.9054;7.6001;2.0755;-1.0784;-0.4647;0.8853;0.1006;-0.6644;11.8076;22.09;-18.91;15.72;233.64;-22.93;31.82;5.0;35.584;12.931564;77.68334;;879.2138672;;20.0;;0 / 0;724507;2018-08-07 23:13:14:468
-7.2277;4.8039;8.1576;-5.952;3.6954;6.8621;-1.3921;1.1606;1.4686;-1.323;0.1624;0.5074;11.8076;19.89;-15.78;19.52;243.66;-22.66;41.21;5.0;33.04;12.931564;77.68334;;879.2138672;;20.0;;0 / 0;725007;2018-08-07 23:13:14:968
-2.0323;4.009;8.9788;-2.2831;3.3884;8.915;0.4486;0.7866;-0.067;-0.1757;-0.0283;0.419;10.1208;19.1;-19.58;10.15;224.57;-20.19;14.57;5.0;32.753;12.931564;77.68334;;879.2138672;;20.0;;0 / 0;725507;2018-08-07 23:13:15:468
-2.2142;2.436;8.6963;-2.7507;3.2821;8.8222;0.4177;-0.7567;-0.119;-0.3877;0.6354;0.7013;6.7472;16.9;-25.27;11.89;217.61;-19.55;17.32;5.0;33.102;12.931564;77.68334;;879.2138672;;20.0;;0 / 0;726007;2018-08-07 23:13:15:968
-5.0035;3.9683;7.5279;-5.6934;3.1094;7.3544;0.0213;0.7686;0.3888;-0.1534;0.042;0.485;5.0604;-1.85;-27.02;3.44;183.11;-18.34;37.79;5.0;33.176;12.931564;77.68334;;879.2138672;;20.0;;0 / 0;726507;2018-08-07 23:13:16:468
-5.1782;1.9236;7.9804;-5.8822;3.5255;7.01;0.1578;-1.6364;0.4783;0.5934;0.0697;-0.3342;3.3736;6.4;-25.54;7.07;200.14;-21.07;40.0;5.0;32.955;12.931748;77.68445;;879.2138672;;20.0;;0 / 0;727007;2018-08-07 23:13:16:968
-15.8564;-17.6992;-4.3306;-7.7038;-4.8691;-3.6213;-8.3866;-12.8811;-0.7857;-0.1661;4.7015;-4.8935;3.3736;18.09;-13.19;16.92;197.14;25.88;109.7;5.0;32.589;12.931748;77.68445;;880.446106;;20.0;;0 / 0;727508;2018-08-07 23:13:17:469
-13.5388;-9.3626;-3.7344;0.896;-8.7971;-4.24;-14.378;-0.76;0.3346;0.3527;1.2394;2.7509;3.3736;16.05;9.92;23.66;118.62;62.83;-163.94;5.0;37.224;12.931748;77.68445;;880.446106;;20.0;;0 / 0;728007;2018-08-07 23:13:17:968
4.7984;-4.919;1.0947;-7.9467;4.6378;-3.3927;12.667;-9.5223;4.4734;-0.0095;0.3765;0.8238;0.0;-12.03;-18.71;32.48;242.71;-25.73;113.06;5.0;62.156;12.931748;77.68445;;880.446106;;20.0;;0 / 0;728508;2018-08-07 23:13:18:469
-10.6825;-8.6013;-10.3879;-1.1201;-8.7207;-4.3435;-9.9002;-0.0737;-6.1297;-1.96;-1.9873;-3.2572;0.0;22.15;1.79;29.59;155.13;62.78;165.54;5.0;43.615;12.931748;77.68445;;880.446106;;20.0;;0 / 0;729007;2018-08-07 23:13:18:968
8.8949;-21.7526;-3.9786;-9.2053;-3.3807;0.0498;17.7507;-19.1639;-3.3884;5.5575;-0.5492;2.8446;0.0;16.64;-12.48;37.12;235.6;25.19;94.28;5.0;49.186;12.931748;77.68445;;880.446106;;20.0;;0 / 0;729508;2018-08-07 23:13:19:469
-6.1383;-20.4047;7.6452;-8.647;4.2537;-1.8181;1.7866;-23.3454;9.0017;-6.6951;-3.0259;-2.5339;3.3736;24.16;4.2;-28.62;71.41;-25.71;101.87;5.0;69.267;12.931748;77.68445;;880.446106;;20.0;;0 / 0;730007;2018-08-07 23:13:19:968
-1.065;-3.0779;-3.4136;-8.1932;5.0232;-1.9519;6.8155;-7.939;-1.5262;-2.6024;3.7097;-1.6242;0.0;-13.24;-31.15;21.98;222.15;-31.87;102.02;5.0;59.244;12.931748;77.68445;;880.446106;;20.0;;0 / 0;730508;2018-08-07 23:13:20:469
-6.191;-3.1497;12.1463;-7.9764;2.6288;5.0633;1.3986;-5.7045;7.0489;-0.9992;-0.4874;-0.4034;3.3736;1.69;24.23;-30.81;41.85;-15.55;57.59;5.0;60.617;12.931748;77.68445;;880.446106;;20.0;;0 / 0;731007;2018-08-07 23:13:20:968
-5.3506;4.3585;7.0754;-6.8092;4.7991;5.1744;1.2071;-0.2498;1.6856;0.7148;0.2615;0.5021;3.3736;-7.98;8.34;-36.43;67.01;-27.96;52.31;5.0;55.452;12.931748;77.68445;;880.446106;;20.0;;0 / 0;731508;2018-08-07 23:13:21:469
-1.2422;2.2564;8.069;-1.9905;2.8038;9.1841;0.6959;-0.4566;-0.9544;-0.6306;0.1464;0.9271;3.3736;-19.96;21.99;-20.45;43.05;-16.61;12.23;5.0;37.299;12.931748;77.68445;;880.446106;;20.0;;0 / 0;732007;2018-08-07 23:13:21:968
-1.6851;2.4599;8.6412;-2.8941;2.9305;8.8998;1.0404;-0.3682;-0.3316;0.6467;0.4021;-0.2021;5.0604;-10.91;24.81;-20.24;29.92;-16.34;17.5;5.0;32.637;12.931748;77.68445;;880.446106;;20.0;;0 / 0;732508;2018-08-07 23:13:22:469
-4.4193;-8.1344;-5.9538;-7.4149;2.6699;5.8362;2.2928;-10.867;-11.1474;-3.4226;6.1961;-3.6929;5.0604;-4.06;14.08;-20.43;48.69;-15.8;51.79;5.0;30.959;12.931748;77.68445;;880.446106;;20.0;;0 / 0;733007;2018-08-07 23:13:22:968
-12.9163;-6.0874;-0.0401;-0.5161;-8.7647;-4.3685;-12.5274;2.5044;3.8029;0.7436;-0.2413;-1.0372;3.3736;-19.67;21.31;-5.29;317.04;62.08;171.1;5.0;40.777;12.931748;77.68445;;880.446106;;20.0;;0 / 0;733508;2018-08-07 23:13:23:469
-2.4177;-6.5686;-1.1582;-8.5096;2.0351;-4.4289;5.8406;-9.1274;2.8555;-1.5488;-0.4672;2.1916;3.3736;12.4;27.93;-15.74;35.11;-11.98;117.5;5.0;55.081;12.931748;77.68445;;880.446106;;20.0;;0 / 0;734007;2018-08-07 23:13:23:968
-12.0664;-5.8719;-9.921;-6.1611;-6.5382;-3.9324;-5.9344;0.5232;-6.0673;0.734;-0.3084;-1.491;3.3736;-9.36;23.8;-26.04;30.92;38.54;122.53;5.0;47.897;12.931748;77.68445;;880.446106;;20.0;;0 / 0;734508;2018-08-07 23:13:24:469
-14.7048;-7.3156;-6.4949;-4.2164;-7.5444;-4.6341;-10.5361;0.3453;-1.9029;-2.0666;0.1251;1.644;3.3736;-18.91;21.18;-23.6;3.39;52.44;137.52;5.0;35.485;12.931748;77.68445;;880.446106;;20.0;;0 / 0;735007;2018-08-07 23:13:24:968
-4.9245;1.2604;5.919;-8.6899;2.6936;3.6607;3.0835;-1.736;2.2017;0.0906;-0.3255;0.4147;47.2303;1.27;17.75;-24.75;48.86;-15.62;67.47;5.0;56.923;12.931748;77.68445;;880.446106;;20.0;;0 / 0;735508;2018-08-07 23:13:25:469
-9.009;-16.9163;-7.1078;-8.6538;-3.4076;-3.1098;-1.0991;-13.9026;-4.3196;0.7298;4.5556;-6.6171;35.4227;5.61;17.85;-23.54;54.7;14.8;105.04;5.0;40.226;12.931748;77.68445;;880.446106;;20.0;;0 / 0;736007;2018-08-07 23:13:25:968
-30.4873;-53.3944;-2.918;-8.0836;-3.1484;-4.5731;-18.631;-35.8807;1.4548;0.2589;-7.5831;8.4575;3.3736;11.93;26.19;-19.95;41.64;30.35;133.87;5.0;59.506;12.931748;77.68445;;880.446106;;20.0;;0 / 0;736508;2018-08-07 23:13:26:469
-15.7486;-19.7942;-7.2299;-7.7365;3.8618;-4.6264;-5.9065;-21.3468;-4.3036;-2.6354;0.4937;-8.4504;6.7472;23.36;-15.16;-24.86;115.04;-28.58;122.38;5.0;70.1;12.931748;77.68445;;880.446106;;20.0;;0 / 0;737007;2018-08-07 23:13:26:968
-16.4118;-7.7178;3.2064;-2.6589;-5.9652;-7.3155;-14.092;-1.6952;10.7761;2.2637;0.4713;1.2957;5.0604;-25.4;30.0;-4.5;325.23;35.96;161.24;5.0;48.884;12.931748;77.68445;;880.446106;;20.0;;0 / 0;737508;2018-08-07 23:13:27:469
-8.1375;-5.6851;2.7826;-8.234;1.9342;4.9629;0.149;-7.7314;-2.0521;3.7679;-1.8712;-0.1605;32.0491;1.49;-15.2;-36.49;109.97;-7.77;62.5;5.0;53.938;12.931748;77.68445;;880.446106;;20.0;;0 / 0;738007;2018-08-07 23:13:27:968
-2.2525;3.2309;8.1385;-3.0144;3.8239;8.5125;-0.3347;-0.2538;-1.2217;0.3963;-1.1756;-1.0191;11.8076;4.89;-35.35;1.92;189.45;-22.95;19.5;5.0;49.919;12.931748;77.68445;;880.446106;;20.0;;0 / 0;738508;2018-08-07 23:13:28:469
-2.2477;3.5182;8.6748;-2.3491;4.0181;8.6317;0.0253;-0.5759;0.3102;0.228;-0.5715;-1.0905;11.8076;18.74;-27.54;8.62;219.04;-24.4;15.51;5.0;38.186;12.931748;77.68445;;880.446106;;20.0;;0 / 0;739007;2018-08-07 23:13:28:968
-1.9006;2.7999;11.9452;-1.8424;3.7894;8.8553;-0.0768;-0.97;3.2382;-0.3099;-0.0517;-0.7421;11.8076;31.01;-13.28;4.54;249.98;-23.22;11.55;5.0;34.627;12.931748;77.68445;;880.446106;;20.0;;0 / 0;739508;2018-08-07 23:13:29:469
-4.9867;3.0585;8.2414;-5.0199;2.9033;7.9083;-0.017;0.1952;0.4554;-0.5986;0.7845;0.6246;11.8076;29.7;-4.17;14.5;264.49;-17.42;31.51;5.0;34.893;12.931748;77.68445;;880.446106;;20.0;;0 / 0;740007;2018-08-07 23:13:29:968
-2.9971;3.5876;8.3803;-3.867;3.0242;8.4894;0.5368;0.5878;0.1108;-0.344;-0.4917;0.5607;10.1208;23.98;-18.21;10.56;237.0;-17.96;24.49;5.0;34.902;12.931748;77.68445;;880.446106;;20.0;;0 / 0;740507;2018-08-07 23:13:30:468
-3.5933;0.2812;8.3348;-5.4311;1.0829;8.0932;1.7093;-0.8706;0.9009;0.7905;1.3939;0.4254;6.7472;19.8;-21.76;10.73;224.55;-5.49;31.95;5.0;35.53;12.931748;77.68445;;880.446106;;20.0;;0 / 0;741007;2018-08-07 23:13:30:968
-9.8398;-12.0968;-2.2189;-8.6466;-4.2391;1.8541;-0.9398;-7.6985;-4.2036;-2.8591;2.2173;-1.2332;3.3736;10.76;-17.86;-12.9;156.49;24.06;74.72;5.0;34.946;12.931748;77.68445;;880.446106;;20.0;;0 / 0;741507;2018-08-07 23:13:31:468
