sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (m);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-7.6993;12.3815;5.0787;0.7982;9.7642;0.4408;-8.6531;2.9861;4.0801;0.3388;0.3318;3.8055;3.3736;-8.6;5.53;14.67;155.06;-87.4;3.75;0.0;47.658;12.931564;77.68334;;NaN;;20.0;;0 / 0;254508;2018-08-07 23:05:24:469
6.3235;11.6968;4.595;-5.2791;8.2142;-0.9101;16.2357;2.1904;5.4354;-0.5123;-0.4395;0.599;3.3736;-33.68;-43.62;-6.57;178.79;-56.89;99.78;0.0;46.388;12.931564;77.68334;;NaN;;20.0;;0 / 0;255007;2018-08-07 23:05:24:968
-2.2238;9.7479;0.5536;-2.0098;9.5934;0.3128;-0.1842;0.3915;0.2355;-0.3451;-0.1859;0.2837;3.3736;-47.03;-39.76;-5.5;168.98;-77.53;84.57;0.0;58.762;12.931564;77.68334;;NaN;;20.0;;0 / 0;255508;2018-08-07 23:05:25:469
0.2877;10.5045;0.3238;0.4013;9.712;1.2988;0.2566;0.7401;-1.6113;-0.36;2.4229;-3.7196;5.0604;-39.97;-48.5;-10.46;67.84;-82.03;-17.17;0.0;49.283;12.931564;77.68334;;NaN;;20.0;;0 / 0;256007;2018-08-07 23:05:25:968
-3.1096;8.8692;-0.9571;-2.5866;9.4589;0.0987;-1.0405;-0.5926;-1.4078;0.0235;-0.0347;-0.1403;3.3736;-0.58;-65.57;-19.01;131.79;-74.91;87.11;0.0;41.471;12.931564;77.68334;;NaN;;20.0;;0 / 0;256507;2018-08-07 23:05:26:468
-5.9468;12.2283;2.9981;-2.2208;9.5438;0.3919;-3.891;2.8479;2.8692;0.0256;2.8575;1.2073;3.3736;-2.35;-61.25;-21.3;120.51;-76.71;79.99;0.0;41.819;12.931564;77.68334;;NaN;;20.0;;0 / 0;257007;2018-08-07 23:05:26:968
-1.575;7.9403;2.4594;-1.0324;9.6679;1.2792;-0.6356;-1.6511;0.9446;0.1556;0.6535;1.5716;6.7472;23.04;-43.87;-19.13;1.08;-78.83;47.08;0.0;48.668;12.931564;77.68334;;NaN;;20.0;;0 / 0;257507;2018-08-07 23:05:27:468
1.6764;9.4031;-0.0234;0.6653;9.7799;0.2854;0.5098;-0.122;-0.5558;0.162;0.1475;0.3476;11.8076;15.47;-49.73;-15.7;241.6;-85.77;-66.78;0.0;49.261;12.931564;77.68334;;NaN;;20.0;;0 / 0;258007;2018-08-07 23:05:27:968
5.3371;7.1909;-1.3019;3.3769;9.1827;0.6673;0.3832;-1.9609;-1.9482;-1.0418;1.69;-2.127;10.1208;7.52;-53.24;-16.25;209.79;-67.12;-86.89;0.0;40.012;12.931564;77.68334;;NaN;;20.0;;0 / 0;258507;2018-08-07 23:05:28:468
14.2483;15.1037;3.635;-3.0225;9.3291;-0.0539;29.9456;11.0155;2.8363;0.2056;-1.4579;-0.87;3.3736;47.75;14.16;9.28;350.77;-72.05;91.02;0.0;46.337;12.931564;77.68334;;NaN;;20.0;;0 / 0;259007;2018-08-07 23:05:28:968
-3.5885;10.5835;1.315;-1.2654;9.6813;0.9171;-2.3815;1.2603;0.624;-0.441;0.1709;1.4704;6.7472;48.68;7.0;4.77;325.97;-79.29;63.48;0.0;41.05;12.931564;77.68334;;NaN;;20.0;;0 / 0;259507;2018-08-07 23:05:29:468
-1.9126;16.3655;3.6254;-4.6843;8.5845;0.7308;2.5235;8.0817;2.8785;0.3154;1.6666;-3.5779;20.2415;-3.02;20.44;-10.01;50.84;-61.09;81.13;0.0;49.157;12.931564;77.68334;;NaN;;20.0;;0 / 0;260007;2018-08-07 23:05:29:968
-1.8311;9.3696;-0.1503;-2.7558;9.4114;0.0412;0.4837;0.0941;-0.346;0.0182;-0.0602;0.0493;3.3736;-8.85;3.4;-17.5;112.46;-73.44;89.09;0.0;55.666;12.931564;77.68334;;NaN;;20.0;;0 / 0;260507;2018-08-07 23:05:30:468
-13.4335;4.1526;-0.5333;3.3296;9.2239;0.0542;-14.5044;-4.6534;-2.6539;-0.5688;-0.0847;-0.9701;20.2415;-5.8;-16.9;-20.54;270.53;-70.15;-89.07;0.0;45.258;12.931564;77.68334;;NaN;;20.0;;0 / 0;261007;2018-08-07 23:05:30:968
22.4221;17.8092;0.9511;-2.9791;9.3431;0.044;24.675;8.3352;0.9752;-0.3653;-0.2232;2.9767;0.0;32.96;-6.26;12.56;337.74;-66.47;92.59;0.0;39.482;12.931564;77.68334;;NaN;;20.0;;0 / 0;261507;2018-08-07 23:05:31:468
-2.9971;9.6952;0.9918;-1.98;9.5664;0.8571;-1.3714;0.1999;0.097;-0.2833;-0.0837;0.5692;3.3736;31.04;-14.66;10.8;312.01;-77.29;66.59;0.0;52.444;12.931564;77.68334;;NaN;;20.0;;0 / 0;262007;2018-08-07 23:05:31:968
-1.3643;12.2618;2.1577;-1.1619;9.6172;1.5263;-1.071;2.1632;0.753;0.129;0.4404;-3.8985;0.0;18.3;-23.59;9.46;247.63;-80.39;20.92;0.0;52.102;12.931564;77.68334;;NaN;;20.0;;0 / 0;262507;2018-08-07 23:05:32:468
-2.0394;9.281;1.8297;-2.293;9.4928;0.8937;0.2335;0.089;0.9415;-0.0649;0.0846;0.1047;0.0;17.39;-12.6;0.99;329.35;-75.39;69.21;0.0;54.759;12.931564;77.68334;;NaN;;20.0;;0 / 0;263007;2018-08-07 23:05:32:968
14.9905;17.2824;-2.748;4.2249;8.7473;1.3437;11.6279;11.2101;-4.1326;-0.1704;-2.7926;0.7727;13.4944;9.12;-20.24;-5.54;206.11;-66.16;-67.01;0.0;41.618;12.931564;77.68334;;NaN;;20.0;;0 / 0;263507;2018-08-07 23:05:33:468
5.2509;7.2938;6.9485;-4.181;8.8473;-0.6446;11.4574;-0.3948;12.1498;0.7553;-2.7127;1.8635;3.3736;18.26;-5.86;-15.43;58.61;-62.77;99.49;0.0;50.949;12.931564;77.68334;;NaN;;20.0;;0 / 0;264008;2018-08-07 23:05:33:969
-1.9987;9.7814;1.0037;-1.5167;9.6649;0.678;-0.7459;0.3709;1.1078;-0.2663;0.1635;0.8749;3.3736;14.55;-9.49;-21.77;40.64;-79.33;71.63;0.0;65.949;12.931564;77.68334;;NaN;;20.0;;0 / 0;264507;2018-08-07 23:05:34:468
-2.3651;12.0272;3.1968;-2.736;9.4039;0.5023;0.514;2.8436;2.6634;0.6158;2.3079;-3.1827;11.8076;29.96;-10.17;-5.73;354.17;-76.11;73.49;0.0;46.549;12.931564;77.68334;;NaN;;20.0;;0 / 0;265008;2018-08-07 23:05:34:969
-2.1448;9.3768;0.6326;-2.2173;9.5351;0.5791;-0.0244;0.0814;-0.0859;-0.1576;0.1805;0.0568;6.7472;39.68;-7.57;10.15;330.99;-76.42;76.29;0.0;51.124;12.931564;77.68334;;NaN;;20.0;;0 / 0;265507;2018-08-07 23:05:35:468
2.6723;8.8165;0.2663;-0.463;9.7136;1.2654;3.2864;-0.7013;-1.1154;-0.4005;5.2384;0.8536;3.3736;24.22;-18.2;34.49;234.66;-82.13;21.97;0.0;43.731;12.931564;77.68334;;NaN;;20.0;;0 / 0;266008;2018-08-07 23:05:35:969
-3.0091;8.6059;0.4986;-2.3486;9.3379;1.8597;-0.7379;-0.5285;-1.3362;-0.6231;1.886;-0.2937;0.0;-19.97;-22.0;35.69;202.4;-73.19;50.21;0.0;41.557;12.931564;77.68334;;NaN;;20.0;;0 / 0;266507;2018-08-07 23:05:36:468
-3.1312;8.6944;-1.0481;-2.9278;9.3585;0.1268;0.4391;-0.0178;-1.0129;0.0746;0.0825;0.1005;0.0;-37.51;-24.02;20.74;203.21;-72.55;87.1;0.0;64.007;12.931564;77.68334;;NaN;;20.0;;0 / 0;267008;2018-08-07 23:05:36:969
-2.4249;9.767;1.2839;-2.1569;9.5524;0.5199;-0.3117;0.4;0.6477;-0.0894;0.0388;0.9687;0.0;-39.03;-22.07;19.02;194.85;-75.59;79.18;0.0;38.156;12.931564;77.68334;;NaN;;20.0;;0 / 0;267507;2018-08-07 23:05:37:468
-2.8631;13.186;0.1873;-2.2888;9.4045;1.5773;-0.6449;4.0656;-1.3032;0.4272;-0.2669;-4.2532;0.0;-26.65;-18.99;13.75;165.43;-76.15;46.27;0.0;52.018;12.931564;77.68334;;NaN;;20.0;;0 / 0;268008;2018-08-07 23:05:37:969
-1.5486;9.4654;1.4155;-2.5735;9.4491;0.5113;1.1352;0.3878;0.4114;-0.099;0.0367;0.0919;0.0;-16.49;-18.71;17.17;211.14;-74.2;79.48;0.0;46.757;12.931564;77.68334;;NaN;;20.0;;0 / 0;268507;2018-08-07 23:05:38:468
2.9046;5.3689;-2.5181;4.3744;8.7669;0.419;14.2992;4.4664;-4.2478;-0.3355;-0.8506;-2.0279;0.0;-23.79;-3.56;16.2;45.02;-63.38;-84.53;0.0;47.603;12.931564;77.68334;;NaN;;20.0;;0 / 0;269008;2018-08-07 23:05:38:969
-5.8031;15.7166;5.8233;-4.1779;8.8465;-0.6744;-0.0861;6.6644;9.4042;1.42;-0.7921;0.0099;0.0;-11.36;-21.94;0.25;190.92;-62.69;99.76;0.0;50.586;12.931564;77.68334;;NaN;;20.0;;0 / 0;269507;2018-08-07 23:05:39:468
-4.3499;10.3967;-0.4448;-2.4684;9.4908;0.0572;-1.6539;0.552;-0.6332;-0.6625;-0.2232;0.8313;0.0;-16.05;-19.66;-0.44;178.96;-75.42;88.67;0.0;51.831;12.931564;77.68334;;NaN;;20.0;;0 / 0;270008;2018-08-07 23:05:39:969
7.7193;14.7925;0.8242;-5.0908;8.3405;0.8312;12.9524;6.117;0.4256;0.4134;1.0231;-0.4439;0.0;-6.55;-25.96;-38.47;105.85;-59.47;78.86;0.0;50.681;12.931564;77.68334;;NaN;;20.0;;0 / 0;270507;2018-08-07 23:05:40:468
-2.6835;8.9171;-0.7919;-2.6346;9.4435;0.2217;0.0181;-0.0831;-0.6025;-0.1107;0.0772;0.0856;0.0;-18.44;-30.06;-39.18;118.94;-74.3;85.3;0.0;57.508;12.931564;77.68334;;NaN;;20.0;;0 / 0;271008;2018-08-07 23:05:40:969
9.017;9.882;-2.7671;4.1595;8.7862;1.2931;5.9672;1.1814;-3.8543;-1.6767;-1.8595;-0.5653;0.0;-47.08;8.66;-4.42;6.38;-64.61;-75.17;0.0;37.259;12.931564;77.68334;;NaN;;20.0;;0 / 0;271507;2018-08-07 23:05:41:468
1.6716;10.3201;1.4131;-0.8523;9.7321;0.8546;0.454;-0.1193;1.1189;0.1822;-0.2456;0.4904;0.0;-11.92;-26.25;8.68;174.28;-82.55;46.17;0.0;49.534;12.931564;77.68334;;NaN;;20.0;;0 / 0;272007;2018-08-07 23:05:41:968
0.2159;8.9865;-1.7185;4.6409;8.6381;-0.1219;-5.5414;0.1956;-1.8747;1.0397;-1.575;5.9839;0.0;-12.87;-17.82;14.25;73.02;-73.1;-81.55;0.0;43.869;12.931564;77.68334;;NaN;;20.0;;0 / 0;272507;2018-08-07 23:05:42:468
3.9963;10.0879;2.5695;-4.9358;8.442;-0.7352;9.1329;1.9294;3.1684;0.0427;-0.6877;1.1551;0.0;-29.16;-1.35;1.98;194.21;-58.31;98.47;0.0;55.515;12.931564;77.68334;;NaN;;20.0;;0 / 0;273007;2018-08-07 23:05:42:968
-2.4465;9.6928;0.908;-1.7536;9.6347;0.5171;-0.7701;0.2915;0.2089;-0.4964;-0.1529;0.631;3.3736;-32.35;4.29;-1.78;167.31;-78.16;81.59;0.0;42.86;12.931564;77.68334;;NaN;;20.0;;0 / 0;273507;2018-08-07 23:05:43:468
-0.9261;11.0934;2.6055;-0.4561;9.7592;0.8489;-0.298;1.6581;1.6914;0.2174;1.3992;-4.7326;3.3736;-53.83;-14.25;-4.1;72.48;-84.76;-14.65;0.0;48.613;12.931564;77.68334;;NaN;;20.0;;0 / 0;274007;2018-08-07 23:05:43:968
-2.6954;9.0775;0.8146;-2.3256;9.5187;0.3963;0.3725;0.0844;0.5073;-0.0607;0.0143;0.0078;3.3736;-24.71;-59.19;-8.39;164.08;-75.8;81.48;0.0;55.299;12.931564;77.68334;;NaN;;20.0;;0 / 0;274507;2018-08-07 23:05:44:468
2.9429;7.4973;0.0796;3.2722;9.1918;0.9871;2.2669;-0.5266;-1.4345;0.6563;-3.2368;4.5149;5.0604;-46.71;-35.05;-4.28;26.95;-73.16;-64.83;0.0;38.434;12.931564;77.68334;;NaN;;20.0;;0 / 0;275007;2018-08-07 23:05:44:968
4.0945;7.6577;-3.8637;-2.1447;9.5303;0.8622;7.109;-2.1959;-8.5335;-1.1536;-0.9199;-0.5504;0.0;16.45;-52.09;9.87;253.57;-74.12;65.61;0.0;42.148;12.931564;77.68334;;NaN;;20.0;;0 / 0;275507;2018-08-07 23:05:45:468
-2.1137;9.2978;0.0772;-2.6866;9.4314;-0.0451;0.6569;0.1549;-0.1374;-0.0564;-0.0634;0.0046;0.0;17.33;-49.4;17.28;280.82;-74.06;91.07;0.0;64.537;12.931564;77.68334;;NaN;;20.0;;0 / 0;276007;2018-08-07 23:05:45:968
-10.5796;9.1302;-1.8142;-0.3359;9.359;2.9098;-7.6106;1.317;-3.1224;1.1964;-5.3578;-0.3235;3.3736;16.71;-54.41;-3.22;233.58;-70.59;13.82;0.0;52.519;12.931564;77.68334;;NaN;;20.0;;0 / 0;276507;2018-08-07 23:05:46:468
14.21;10.3105;-15.1667;-3.6591;9.0902;0.3861;15.5239;0.4941;-15.7906;0.2493;0.5576;6.0713;0.0;56.72;-33.85;-0.35;349.12;-62.7;83.28;0.0;46.672;12.931564;77.68334;;NaN;;20.0;;0 / 0;277007;2018-08-07 23:05:46:968
-1.2134;10.3943;1.8633;-1.6749;9.6373;0.6984;0.225;0.995;1.8222;-0.2173;-0.0421;1.2488;3.3736;50.85;-44.56;-2.28;342.46;-77.71;73.81;0.0;47.829;12.931564;77.68334;;NaN;;20.0;;0 / 0;277508;2018-08-07 23:05:47:469
-4.8862;19.3151;0.4866;-4.8356;8.5075;0.6404;0.9972;10.9004;0.791;0.3154;1.7869;-4.281;25.3019;24.58;16.07;-1.89;354.61;-63.97;79.07;0.0;46.734;12.931564;77.68334;;NaN;;20.0;;0 / 0;278007;2018-08-07 23:05:47:968
-2.3938;9.1398;-0.2173;-2.4552;9.4916;0.2272;0.0033;-0.0706;-0.4652;-0.3046;-0.1444;0.3029;6.7472;7.95;16.95;-1.19;6.46;-75.0;86.47;0.0;62.526;12.931564;77.68334;;NaN;;20.0;;0 / 0;278508;2018-08-07 23:05:48:469
1.8416;4.5956;-2.2715;2.3883;9.4699;0.8878;-5.2055;-5.6278;-2.0314;-0.4942;0.7526;-4.4993;15.1812;0.12;-0.85;-18.26;279.36;-68.75;-78.75;0.0;51.087;12.931564;77.68334;;NaN;;20.0;;0 / 0;279007;2018-08-07 23:05:48:968
1.6165;10.6696;1.5376;-2.5281;9.4743;-0.1277;3.4672;1.2318;1.7395;-0.0181;-0.1433;-0.1104;3.3736;33.87;-12.53;0.06;4.57;-73.95;93.92;0.0;45.851;12.931564;77.68334;;NaN;;20.0;;0 / 0;279508;2018-08-07 23:05:49:469
-7.2708;8.3736;3.0197;2.1645;9.5647;0.0373;-10.4234;-0.7242;4.3216;1.9793;1.5547;5.7134;13.4944;25.72;-23.28;-1.32;188.44;-81.31;-82.73;0.0;44.57;12.931564;77.68334;;NaN;;20.0;;0 / 0;280007;2018-08-07 23:05:49:968
-7.0074;-11.4049;23.1884;-4.3302;8.7482;0.9426;-1.8944;13.8677;-5.3996;1.4882;-1.8307;0.5511;0.0;18.64;-11.81;10.1;305.02;-58.92;79.6;0.0;53.066;12.931564;77.68334;;NaN;;20.0;;0 / 0;280508;2018-08-07 23:05:50:469
-2.9229;9.6713;1.8154;-1.6114;9.6018;1.174;-1.5343;0.4662;-0.1035;-0.3142;0.0314;0.8355;0.0;15.84;-16.58;4.15;301.15;-77.97;56.53;0.0;43.505;12.931564;77.68334;;NaN;;20.0;;0 / 0;281007;2018-08-07 23:05:50:968
-0.7777;12.9705;-0.2197;-0.8724;9.5867;1.8721;0.1342;3.6125;-2.0763;0.1417;-1.101;-4.9926;16.868;17.22;-16.92;-9.35;254.96;-77.45;-30.18;0.0;46.8;12.931564;77.68334;;NaN;;20.0;;0 / 0;281508;2018-08-07 23:05:51:469
1.4705;10.617;0.8888;-2.2455;9.5438;0.2113;2.6806;1.0267;0.0709;-0.1576;-0.0741;0.2155;3.3736;16.6;-6.38;-12.27;33.62;-76.25;85.44;0.0;65.451;12.931564;77.68334;;NaN;;20.0;;0 / 0;282007;2018-08-07 23:05:51:968
13.0105;12.9346;-10.9122;4.7984;8.5525;-0.0273;12.2474;5.6765;-9.6933;-0.2705;-3.2837;4.4297;5.0604;12.98;-17.06;-15.06;233.9;-73.54;-73.66;0.0;44.689;12.931564;77.68334;;NaN;;20.0;;0 / 0;282508;2018-08-07 23:05:52:469
-4.9699;6.2332;11.9428;-2.8587;9.3637;0.5661;-4.2551;-3.4793;10.54;-1.551;2.4581;3.4784;0.0;15.7;-11.37;-32.61;64.41;-70.69;83.53;0.0;45.221;12.931564;77.68334;;NaN;;20.0;;0 / 0;283007;2018-08-07 23:05:52:968
-4.0027;10.866;1.4658;-0.6564;9.7468;0.8595;-3.2038;1.3121;1.1563;0.0437;-0.6078;1.3117;0.0;9.96;-14.21;-32.73;21.57;-83.67;37.37;0.0;68.391;12.931564;77.68334;;NaN;;20.0;;0 / 0;283508;2018-08-07 23:05:53:469
5.792;13.241;-2.985;-2.6366;9.3249;1.5049;6.6168;2.7965;-6.2128;0.9535;-3.0025;-1.7456;0.0;-36.25;-14.72;-25.84;115.39;-72.74;56.88;0.0;52.757;12.931564;77.68334;;NaN;;20.0;;0 / 0;284007;2018-08-07 23:05:53:968
-1.472;9.4031;0.9463;-2.0694;9.5619;0.6763;0.5673;0.2069;0.3961;-0.0159;0.0101;-0.0433;0.0;-42.44;-15.08;-13.48;146.46;-77.17;71.9;0.0;54.42;12.931564;77.68334;;NaN;;20.0;;0 / 0;284507;2018-08-07 23:05:54:468
-4.9987;10.6505;-0.2149;-0.5927;9.6266;1.7743;-4.5091;1.209;-1.8583;-0.4644;-0.9199;1.8475;0.0;-46.01;-9.35;-8.55;107.78;-78.77;26.46;0.0;42.659;12.931564;77.68334;;NaN;;20.0;;0 / 0;285007;2018-08-07 23:05:54:968
6.2038;10.0735;-2.9276;-0.6019;9.6228;1.7918;8.951;0.1288;-5.8538;0.1865;-0.3596;1.2659;0.0;-20.66;-13.12;21.14;160.94;-77.97;24.62;0.0;45.282;12.931564;77.68334;;NaN;;20.0;;0 / 0;285507;2018-08-07 23:05:55:468
-6.6914;12.8627;3.9199;5.3811;7.801;2.5218;-11.8752;5.3773;1.4584;3.8797;-2.1098;-1.033;0.0;-34.91;-9.25;17.68;70.74;-50.73;-59.67;0.0;53.616;12.931564;77.68334;;NaN;;20.0;;0 / 0;286007;2018-08-07 23:05:55:968
-33.7602;0.116;-23.1154;-0.8951;9.2714;3.0675;-28.052;-10.5024;-13.0684;1.3881;1.4823;-0.6622;0.0;-13.84;-17.73;19.19;163.16;-70.98;16.27;0.0;68.476;12.931564;77.68334;;NaN;;20.0;;0 / 0;286507;2018-08-07 23:05:56:468
1.1353;10.5499;5.1146;-0.0399;9.4391;2.6594;0.3816;1.1291;2.3556;-0.8862;-0.2456;-0.3704;0.0;-15.9;-17.01;17.03;146.23;-76.04;0.14;0.0;64.733;12.931564;77.68334;;NaN;;20.0;;0 / 0;287007;2018-08-07 23:05:56:968
-7.1726;4.5046;11.6867;4.7372;8.4099;-1.7327;-11.0301;-3.9886;16.6373;5.5565;-3.1548;-2.0769;0.0;-25.92;-0.02;12.74;7.54;-59.05;-110.09;0.0;49.922;12.931564;77.68334;;NaN;;20.0;;0 / 0;287507;2018-08-07 23:05:57:468
-0.907;9.6737;0.5081;-2.0668;9.5749;0.4694;1.2368;0.3989;0.8989;0.0661;0.1784;0.0856;0.0;-16.34;-18.89;-4.57;158.72;-77.11;78.44;0.0;53.548;12.931564;77.68334;;NaN;;20.0;;0 / 0;288007;2018-08-07 23:05:57:968
-12.5787;14.5961;5.6533;1.1556;9.7153;0.6696;-12.6829;4.9653;4.7143;1.5362;0.7462;4.5298;0.0;-19.49;-14.19;-7.48;10.99;-82.17;-59.91;0.0;40.301;12.931564;77.68334;;NaN;;20.0;;0 / 0;288507;2018-08-07 23:05:58:468
2.8064;11.3448;3.3453;-4.8403;8.4317;1.2838;7.5743;3.188;2.1649;0.1513;-2.6307;1.4278;0.0;-22.51;-29.92;-29.19;131.64;-56.72;80.31;0.0;58.441;12.931564;77.68334;;NaN;;20.0;;0 / 0;289008;2018-08-07 23:05:58:969
2.737;10.3991;5.7347;-1.0753;9.5136;2.1225;3.7546;1.0519;3.0002;-0.6636;-0.269;0.7141;3.3736;-33.14;-19.55;-20.93;91.69;-75.96;26.87;0.0;58.585;12.931564;77.68334;;NaN;;20.0;;0 / 0;289507;2018-08-07 23:05:59:468
-8.3937;24.8673;8.0188;-1.3955;9.1256;3.3086;-8.1665;16.6528;5.6058;3.9181;7.2475;-5.751;3.3736;-27.3;-18.36;-10.57;78.91;-63.47;-11.26;5.0;62.92;12.931564;77.68334;;NaN;;20.0;;0 / 0;290008;2018-08-07 23:05:59:969
0.8887;12.5132;0.0844;-2.4615;9.391;1.3862;3.1617;3.3749;-1.198;-2.0698;2.0256;2.1969;3.3736;-12.87;-14.24;10.39;186.8;-73.26;60.61;0.0;61.361;12.931564;77.68334;;NaN;;20.0;;0 / 0;290507;2018-08-07 23:06:00:468
0.0363;9.0847;3.7666;1.1798;9.5703;1.7857;-1.573;-0.2984;1.0789;1.1772;0.4458;1.5066;3.3736;-16.33;-17.36;-9.08;49.36;-76.93;-21.09;0.0;53.625;12.931564;77.68334;;NaN;;20.0;;0 / 0;291008;2018-08-07 23:06:00:969
-5.3195;10.4853;6.927;-1.8627;9.4443;1.8724;0.2091;0.9071;13.1134;-0.1257;-2.4794;-0.7123;3.3736;-15.32;-3.39;-4.81;118.17;-74.38;44.85;0.0;51.59;12.931564;77.68334;;NaN;;20.0;;0 / 0;291507;2018-08-07 23:06:01:468
1.8248;9.9825;3.7188;-1.5763;9.4255;2.2015;3.4452;0.8867;1.5447;-0.5965;-2.8129;-0.1935;3.3736;-15.78;1.59;-14.6;88.6;-74.89;42.33;0.0;48.121;12.931564;77.68334;;NaN;;20.0;;0 / 0;292008;2018-08-07 23:06:01:969
1.662;9.518;3.7882;0.5199;9.2899;3.098;1.3494;0.4033;0.7052;0.8107;-5.2459;-0.0018;0.0;-23.57;5.22;-5.02;66.28;-71.32;-9.53;0.0;42.964;12.931564;77.68334;;NaN;;20.0;;0 / 0;292507;2018-08-07 23:06:02:468
0.2734;9.4127;1.0612;0.0507;9.693;1.4875;0.3003;0.1517;-0.2122;-0.0575;-0.0901;0.1058;3.3736;-14.68;-7.69;12.34;130.22;-81.3;-1.13;0.0;65.713;12.931564;77.68334;;NaN;;20.0;;0 / 0;293008;2018-08-07 23:06:02:969
1.6716;7.4494;-2.6618;3.7232;8.7866;2.2594;-1.7477;-1.1422;-4.8077;-1.1483;-0.9135;-1.8074;0.0;-8.14;-2.6;23.08;103.9;-63.63;-58.75;0.0;36.193;12.931564;77.68334;;NaN;;20.0;;0 / 0;293507;2018-08-07 23:06:03:468
-2.243;1.2604;4.5687;-4.0702;8.9037;-0.5733;-8.8441;-10.1386;2.2217;-1.8791;2.9609;6.8969;0.0;-33.63;5.88;11.83;208.74;-60.95;97.78;0.0;43.779;12.931564;77.68334;;NaN;;20.0;;0 / 0;294008;2018-08-07 23:06:03:969
-3.1288;10.1765;0.1921;-1.5199;9.6834;0.3038;-1.788;0.7128;0.3503;-0.2609;-0.0102;1.1146;3.3736;-32.49;8.19;13.32;193.83;-80.06;80.98;0.0;64.286;12.931564;77.68334;;NaN;;20.0;;0 / 0;294507;2018-08-07 23:06:04:468
-1.4217;17.9792;4.4155;-4.3787;8.7746;0.0539;2.4757;11.4112;5.317;0.4943;2.2301;-3.9976;3.3736;-27.14;-63.82;6.17;183.55;-70.65;83.98;0.0;52.732;12.931564;77.68334;;NaN;;20.0;;0 / 0;295008;2018-08-07 23:06:04:969
-1.8503;9.3768;-0.1239;-2.2095;9.5544;0.0418;0.3161;0.1518;-0.1465;-0.0308;0.1454;-0.0029;3.3736;-28.72;-73.95;5.96;186.88;-76.95;88.89;0.0;63.749;12.931564;77.68334;;NaN;;20.0;;0 / 0;295507;2018-08-07 23:06:05:468
9.503;7.0185;-1.5006;3.6338;9.0898;0.585;7.219;-1.3849;-2.9006;-2.2402;-1.868;-2.6596;2.5925;-45.43;-42.85;11.48;26.67;-67.07;-87.65;0.0;54.001;12.931564;77.68334;;NaN;;20.0;;0 / 0;296008;2018-08-07 23:06:05:969
-3.0929;8.7519;0.4986;-2.3313;9.4752;0.9779;-0.9412;-0.4982;-0.5078;0.5316;0.1624;-0.1637;0.0;15.75;-56.44;11.31;253.69;-75.03;65.22;0.0;51.962;12.931564;77.68334;;NaN;;20.0;;0 / 0;296507;2018-08-07 23:06:06:468
-5.4727;15.5395;8.6484;-2.1127;9.4152;1.7497;-2.4378;5.5112;5.1537;-1.176;-3.3391;0.7748;0.0;17.04;-55.6;7.39;249.45;-74.48;66.17;0.0;39.344;12.931564;77.68334;;NaN;;20.0;;0 / 0;297008;2018-08-07 23:06:06:969
7.0561;17.1316;3.1441;-5.3171;8.2242;0.5111;12.9835;8.7086;2.0043;0.0885;0.4447;-1.5699;3.3736;54.86;-36.75;-0.83;349.66;-58.11;83.83;0.0;53.132;12.931564;77.68334;;NaN;;20.0;;0 / 0;297507;2018-08-07 23:06:07:468
-2.1448;9.2499;0.2424;-2.546;9.4645;0.3337;0.3821;0.0895;-0.0378;-0.196;0.0175;0.0856;0.0;52.18;-45.38;2.64;349.9;-74.71;83.58;0.0;63.165;12.931564;77.68334;;NaN;;20.0;;0 / 0;298007;2018-08-07 23:06:07:968
8.0282;7.732;-3.4112;3.5632;9.1359;0.0981;3.1548;-1.4367;-3.3447;-1.3976;0.2764;-0.7368;15.1812;22.42;-50.9;-19.03;206.96;-68.69;-88.42;0.0;40.504;12.931564;77.68334;;NaN;;20.0;;0 / 0;298507;2018-08-07 23:06:08:468
0.3476;10.0591;1.2048;-2.7824;9.3931;0.445;-2.6007;-1.029;3.1395;0.081;-0.0464;0.7588;0.0;11.64;8.74;-2.0;353.86;-73.05;81.81;0.0;46.316;12.931564;77.68334;;NaN;;20.0;;0 / 0;299007;2018-08-07 23:06:08:968
-9.0329;13.2578;6.4577;-0.007;9.7321;1.2069;-9.4944;3.7548;5.1178;0.2877;0.4628;3.374;5.0604;13.98;4.68;-2.31;280.85;-82.93;0.33;0.0;43.568;12.931564;77.68334;;NaN;;20.0;;0 / 0;299507;2018-08-07 23:06:09:468
